dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
human,8,dense,49,0.0776376,0.000929284,0.00162738,0.0775174,268903008,0 1 2 3 6 7 4 5 ,0.0775174,28718.0
human,8,sparse,60,0.0598546,0.000730401,0.00185756,0.0596933,1333440,3 1 4 5 0 2 6 7 ,0.0596933,17807.0
human,8,dense,91,
human,16,sparse,85,0.00647976,0.00135018,0.00864335,0.00634552,109742850000,2 4 3 5 6 1 8 9 11 12 13 0 7 10 14 15 ,0.00634552,3285.0
human,8,dense,37,0.0449396,0.000848262,0.00518692,0.0448042,1884636600,6 4 5 3 0 1 2 7 ,0.0448042,22218.0
human,12,sparse,56,0.688405,0.000885185,0.00804866,1.45355,9179127540,7 6 2 8 5 4 3 11 1 10 9 0 ,0.212468,475970.0
human,16,sparse,46,0.484959,0.00166282,0.0141427,0.484794,2160126720,3 5 1 4 8 9 10 0 15 12 13 2 6 7 14 11 ,0.484794,40681.0
human,8,dense,69,0.00111513,0.000979081,0.00167431,0.000997688,97683360,2 0 3 4 5 6 7 1 ,0.000997688,291.0
human,8,dense,33,164.072,0.00112709,0.00482593,3468.46,255329375247,3 2 0 1 4 5 6 7 ,113.205,683858318.0
human,8,sparse,91,33.5879,0.00197255,0.107449,855.291,264386553043738,4 2 7 1 3 6 0 5 ,25.4497,131119769.0
human,8,sparse,66,0.764803,0.000941554,0.00619733,0.76464,6503362079220,0 7 4 5 6 3 2 1 ,0.76464,258710.0
human,8,sparse,11,2.71191,0.00109778,0.0158764,36.0568,373472838376,4 5 3 7 1 0 6 2 ,1.56705,5165858.0
human,8,dense,13,101.838,0.00127236,0.0081152,3117.82,6640508456,0 1 2 3 4 5 6 7 ,64.7386,1213232841.0
human,8,sparse,49,0.190269,0.00134581,0.00208064,0.190072,1087834896,0 7 6 2 1 5 4 3 ,0.190072,96240.0
human,16,dense,6,0.00248387,0.00189669,0.0101425,0.00725497,292320,11 5 6 7 8 9 10 4 3 2 1 13 0 14 15 12 ,0.00235436,7999.0
human,8,dense,48,0.0383577,0.00110344,0.0029642,0.122224,454256,0 2 7 1 3 4 5 6 ,0.0381387,63584.0
human,8,sparse,88,0.0147561,0.000738065,0.00152356,0.0146788,7167186,3 6 5 1 7 2 4 0 ,0.0146788,9043.0
human,12,dense,41,0.020724,0.000990823,0.00445132,0.0206503,225680,3 5 0 6 4 8 10 1 2 7 9 11 ,0.0206503,16100.0
human,8,dense,71,34.6172,0.00148163,0.00495639,630.902,152636570134,4 7 0 3 1 2 5 6 ,22.1444,180046560.0
human,8,dense,73,0.835904,0.00134243,0.00271299,2.61769,1888563124,2 4 0 1 3 5 6 7 ,0.281338,1501140.0
human,8,sparse,86,16.056,0.00104653,0.0222723,365.587,126623344145783,3 6 1 2 4 7 5 0 ,12.3528,48864329.0
human,8,sparse,95,0.00999886,0.000854855,0.0124388,0.00985391,33295704,5 4 2 1 3 0 6 7 ,0.00985391,3279.0
human,8,sparse,45,0.00896006,0.000766256,0.00146319,0.00884747,235800,1 5 0 3 4 2 6 7 ,0.00884747,5172.0
human,8,sparse,33,
human,8,dense,61,0.00110284,0.000887907,0.00141366,0.00102051,133640,3 2 0 1 5 6 7 4 ,0.00102051,645.0
human,8,sparse,15,0.676078,0.000831188,0.00454868,0.67594,3919024200,4 6 1 5 7 3 0 2 ,0.67594,561814.0
human,8,sparse,77,0.396796,0.0010411,0.00599673,0.396597,182534345520,1 4 2 6 0 7 3 5 ,0.396597,126530.0
human,12,dense,31,0.00481513,0.00107807,0.00299386,0.00463783,99468,2 5 3 6 0 4 10 11 1 8 7 9 ,0.00463783,3174.0
human,8,sparse,10,
human,8,sparse,87,0.0305484,0.00158225,0.00928121,0.0304484,49795092672,7 4 6 3 2 1 0 5 ,0.0304484,879.0
human,8,sparse,0,23.1911,0.000817313,0.00245929,46.3316,5042060446,1 0 3 6 4 5 7 2 ,23.1336,28922842.0
human,12,dense,63,0.0209404,0.00110867,0.00312285,0.0208197,158752,0 7 6 1 2 3 4 5 8 9 10 11 ,0.0208197,30379.0
human,8,sparse,89,
