dataset,query_size,query_mode,query_index,elapsed_execution_time,filter_time,plan_time,enumerate_time,n_embeddings,order,max_task_time,n_intersections
friendster,16,dense,57,0.0789719,2.21678,30.5469,0.865092,3527276834206,2 0 5 9 6 10 7 8 3 4 15 12 14 13 1 11 ,0.0136032,161969.0
friendster,16,sparse,52,0.0970664,2.13907,38.8412,0.928335,117296942979,5 4 3 1 8 2 7 6 11 12 10 14 13 9 0 15 ,0.0282999,194241.0
friendster,16,dense,40,0.075505,2.25374,54.232,0.878897,344766,5 9 7 10 12 13 14 15 8 11 4 3 2 1 6 0 ,0.0446807,159563.0
friendster,16,sparse,21,0.109096,2.09828,58.8449,1.43713,2083707183,7 9 3 4 8 1 10 13 5 6 14 0 15 12 11 2 ,0.050692,313947.0
friendster,16,dense,25,36.189,1.99649,164.315,50.0841,75598771207973,0 11 12 13 14 15 1 6 2 4 5 3 9 10 8 7 ,36.1437,17102911.0
friendster,16,sparse,34,0.0863871,2.14089,49.3186,0.949431,52947668,0 5 4 6 9 8 10 13 15 14 12 11 7 1 2 3 ,0.0334021,186807.0
friendster,16,dense,90,0.074567,2.14924,67.9095,0.852708,3326768,6 7 3 15 8 13 10 14 1 4 11 2 0 5 9 12 ,0.0153769,145369.0
friendster,16,sparse,62,0.119869,1.95077,30.6974,1.12191,64473875053,5 2 4 6 7 14 8 10 3 13 1 12 15 9 0 11 ,0.0679178,287130.0
friendster,16,dense,24,0.416789,2.07345,164.71,1.34187,339923386,9 4 2 15 13 14 12 11 7 1 10 8 3 6 5 0 ,0.382208,327283.0
friendster,16,dense,32,0.0714711,2.21891,26.5922,0.944176,7011563768,9 2 5 8 3 4 14 6 0 13 15 11 10 12 1 7 ,0.0167082,142641.0
friendster,16,sparse,63,0.0944882,2.16385,18.8299,1.06972,2633010188,3 0 2 9 13 5 8 11 12 6 4 7 14 15 1 10 ,0.0223752,216321.0
friendster,16,dense,66,0.097251,2.13262,52.8907,1.0181,26725155560,6 7 9 10 11 12 2 4 3 5 13 1 15 0 14 8 ,0.0381942,206141.0
friendster,16,dense,65,0.0696869,2.16142,43.8396,0.895905,17612,11 12 7 14 13 5 10 15 0 1 4 8 9 6 3 2 ,0.0150258,147892.0
friendster,16,sparse,15,0.400208,2.01707,40.6289,1.44507,16262648306175,12 5 6 4 14 13 10 3 0 9 2 1 15 7 8 11 ,0.335518,328481.0
friendster,16,sparse,61,0.0912571,2.07574,90.4803,0.982955,6515225359,9 5 4 6 3 7 12 2 0 11 8 1 13 15 14 10 ,0.0525521,216485.0
friendster,16,dense,70,0.0582047,2.43598,51.2899,0.710548,6,4 5 0 2 11 7 6 8 10 3 12 13 14 15 9 1 ,0.0251161,133459.0
friendster,16,dense,13,0.0634213,2.35096,53.591,0.780055,648,5 10 8 4 15 12 11 14 13 9 7 1 0 2 3 6 ,0.01338,120906.0
friendster,16,dense,89,0.0979017,2.07375,94.2933,0.992364,14387331345,8 7 9 12 10 11 5 3 2 0 1 13 15 14 6 4 ,0.0388944,213199.0
friendster,16,sparse,43,0.0896354,2.06751,28.7922,1.11908,20403925813334,0 9 5 11 8 2 10 13 4 1 12 3 15 14 6 7 ,0.0214749,210984.0
friendster,16,sparse,95,0.118083,2.09146,55.7305,1.18243,75993728583,6 1 3 4 0 5 7 12 13 14 8 2 9 11 10 15 ,0.0612025,266872.0
friendster,16,sparse,89,0.0957898,2.11381,31.8748,0.914497,162926539346,8 5 10 11 2 7 15 1 13 12 4 9 14 0 6 3 ,0.0569748,195529.0
friendster,16,dense,72,0.0737561,2.2724,77.6471,0.877265,65438,3 6 8 9 7 11 10 1 12 2 5 0 13 14 15 4 ,0.0156269,137967.0
friendster,16,dense,73,0.188507,2.4717,55.9816,4.04079,588,0 1 5 10 9 12 7 13 2 8 6 11 3 15 4 14 ,0.12758,796032.0
friendster,16,sparse,74,0.0847523,2.1048,27.1222,0.901594,1573696657,4 2 7 8 0 6 9 1 3 12 11 10 14 15 13 5 ,0.01528,158904.0
friendster,16,sparse,92,0.10324,2.1095,42.1146,1.09664,282330858107,2 10 0 9 6 8 12 1 3 7 14 5 13 4 15 11 ,0.0526014,218556.0
friendster,16,sparse,5,0.0994596,2.06839,89.8106,1.01314,3227970888999,3 8 5 12 10 6 9 13 0 4 7 14 11 15 1 2 ,0.0379474,220410.0
friendster,16,dense,86,4.45843,1.8784,61.9215,10.1096,50328219125232,5 0 1 2 4 3 11 12 8 6 13 10 15 7 9 14 ,4.38658,3277638.0
friendster,16,sparse,28,0.213675,2.07981,42.5621,1.38194,2576766527,2 11 12 13 15 1 6 14 4 5 3 0 9 10 7 8 ,0.17082,398273.0
friendster,16,sparse,18,0.0996049,2.0056,40.9745,1.08,17841644165,1 6 2 10 7 3 0 4 8 9 14 5 11 12 13 15 ,0.039796,201217.0
friendster,16,dense,58,0.164442,2.18143,273.92,1.65117,9194445,10 12 11 13 14 15 9 4 3 5 2 1 0 7 6 8 ,0.0969404,360367.0
friendster,16,sparse,19,0.105664,2.17149,23.4392,1.02634,1915781986027,6 12 5 8 3 11 1 4 10 14 13 7 0 9 2 15 ,0.03927,201217.0
friendster,16,dense,22,0.08023,2.22428,35.5027,0.857696,71231703858,0 3 8 7 5 4 6 2 12 1 13 14 15 10 9 11 ,0.0290221,142814.0
friendster,16,dense,28,0.0588192,2.59245,31.9884,0.736621,8,12 15 14 10 11 13 6 8 9 3 4 1 7 5 2 0 ,0.017117,114092.0
friendster,16,sparse,67,12.1839,2.1274,187.699,33.9833,459546858317,8 12 14 13 10 11 15 0 2 3 9 1 4 6 7 5 ,12.1208,9181716.0
friendster,16,dense,31,0.091864,2.17972,66.2763,1.03814,112142422,12 14 8 9 13 11 6 0 3 1 2 5 10 7 4 15 ,0.0314514,214371.0
friendster,16,sparse,31,0.0902373,1.99642,46.5813,0.940226,15220095492,7 2 0 9 5 1 8 4 11 10 3 15 6 12 14 13 ,0.0362274,198340.0
friendster,16,dense,43,0.123723,2.08533,73.8901,1.01136,2722107871093,0 2 6 8 10 9 5 1 4 14 13 12 11 15 7 3 ,0.0580144,231502.0
friendster,16,dense,64,0.0794188,2.17127,62.8934,0.875792,2966664,1 6 12 11 10 13 5 7 8 0 14 15 9 4 3 2 ,0.0315391,161542.0
friendster,16,dense,55,0.11017,2.22962,41.0125,1.33249,1590,6 14 9 11 2 4 13 5 3 10 8 12 0 1 7 15 ,0.0390983,290302.0
friendster,16,dense,87,1.39763,2.01883,77.2758,2.58048,13525408653062,6 9 8 11 12 13 10 14 0 1 5 15 7 2 4 3 ,1.35554,693437.0
friendster,16,sparse,1,0.178373,1.98993,29.8963,1.36449,278311690750,4 11 5 10 9 2 8 13 6 3 0 12 14 15 1 7 ,0.129754,414133.0
friendster,16,dense,30,0.106568,2.22899,61.1835,0.954124,581813952,3 8 6 1 13 7 2 11 5 4 14 0 10 9 15 12 ,0.0765571,180082.0
friendster,16,sparse,25,0.10225,2.05048,53.5327,1.3529,1587332372,9 1 4 10 0 7 5 12 6 2 11 14 13 15 3 8 ,0.0331492,298888.0
friendster,16,dense,18,0.089384,2.14961,92.7696,1.04668,94872141,1 5 10 6 8 9 7 12 14 11 2 4 15 0 13 3 ,0.0208755,175597.0
